iter	Logloss
513	0.13495729
514	0.1349185533
515	0.1348869158
516	0.1348601933
517	0.1348328017
518	0.1347963081
519	0.1347462114
520	0.1347193132
521	0.134684115
522	0.1346479867
523	0.1346292726
524	0.1345823
525	0.1345586223
526	0.1345216402
527	0.134469512
528	0.1344321712
529	0.1344099225
530	0.1343490183
531	0.1343084898
532	0.1342913297
533	0.1342366332
534	0.1342015953
535	0.1341807739
536	0.1341654351
537	0.134105345
538	0.1340845652
539	0.1340402379
540	0.1339818318
541	0.1339600903
542	0.1339327282
543	0.1338972416
544	0.1338608792
545	0.1338026789
546	0.1337925087
547	0.1337727665
548	0.1337414997
549	0.1337166301
550	0.1336895991
551	0.1336593055
552	0.1336273781
553	0.1335599964
554	0.1335123513
555	0.1334941933
556	0.13344786855557	0.13338124825558	0.13334411335559	0.13333550565560	0.13330595155561	0.13326068855562	0.13324947355563	0.13321235355564	0.13320269975565	0.13315494735566	0.13311147635567	0.13307426765568	0.13304288756569	0.13301670856570	0.13300116257571	0.13297636571572	0.13296154572573	0.1329460573	574	0.1329047574	575	0.1328812575	576	0.1328483576577	0.1328149577	578	0.1327771578	579	0.1327421579	580	0.1327114580	581	0.1326656581	582	0.1326294582	583	0.1325842583584	0.13255616584585	0.13250146585586	0.13248307586587	0.13244113587588	0.1324218588	589	0.1323932918
590	0.1323629021
591	0.132360399
592	0.1323082861
593	0.132260504
594	0.1322125861
595	0.1321725785
596	0.1321501205
597	0.1321076331
598	0.1321001716
599	0.1320841315
600	0.1320619666
601	0.1320441128
602	0.1320011017
603	0.1319711474
604	0.1319290941
605	0.1318853608
606	0.1318511646
607	0.1318206485
608	0.1317812072
609	0.131760965
610	0.1317282767
611	0.1316886995
612	0.1316734646
613	0.1316621037
614	0.1316403461
615	0.1316153749
616	0.1315743581
617	0.1315391066
618	0.1315250921
619	0.1315079082
620	0.1314712137
621	0.1314436948
622	0.131402814
623	0.1313902947
624	0.1313566991
625	0.1313246798
626	0.1312977547
627	0.1312908075
628	0.1312639408
629	0.1312372899
630	0.1311992931
631	0.131181841
632	0.1311308454
633	0.1310897064
634	0.1310485869
635	0.1310344908
636	0.1310102338
637	0.1309598668
638	0.1309129933
639	0.1309013155
640	0.1308740381
641	0.1308521649
642	0.1308084421
643	0.1307857963
644	0.1307516144
645	0.130732371
646	0.1307089051
647	0.1306821998
648	0.1306357633
649	0.1305842175
650	0.1305635321
651	0.1305441647
652	0.130520244
653	0.1305152297
654	0.130460527
655	0.1304210529
656	0.1303732493
657	0.1303461943
658	0.130322386
659	0.1302856401
660	0.1302452569
661	0.1302251182
662	0.1301943136
663	0.1301651866
664	0.1301413835
665	0.1301061064
666	0.1300894363
667	0.130070796
668	0.1300464136
669	0.1300223022
670	0.1300048684
671	0.1299889989
672	0.1299417696
673	0.1299113512
674	0.1298803715
675	0.1298623943
676	0.1298356905
677	0.129811642
678	0.1297990158
679	0.129770667
680	0.1297671307
681	0.1297227182
682	0.1296877067
683	0.1296564114
684	0.1296356648
685	0.1295964749
686	0.1295723666
687	0.1295315197
688	0.129501483
689	0.1294520603
690	0.1294325465
691	0.1294022007
692	0.1293660132
693	0.1293402634
694	0.1293099507
695	0.1292855788
696	0.1292438717
697	0.1292073275
698	0.129170364
699	0.1291362521
700	0.1290905589
701	0.1290589589
702	0.1290303445
703	0.1289888817
704	0.1289548727
705	0.1289304061
706	0.1289012852
707	0.1288891115
708	0.1288437793
709	0.1287962025
710	0.1287629426
711	0.1287156063
712	0.1286781671
713	0.1286381493
714	0.128613131
715	0.128575516
716	0.1285551935
717	0.12853072
718	0.1285041232
719	0.1284904112
720	0.1284547343
721	0.1284286259
722	0.1283967186
723	0.1283680093
724	0.1283252252
725	0.1283073214
726	0.1282758696
727	0.1282459771
728	0.1282275225
729	0.1281894798
730	0.1281582403
731	0.1281293603
732	0.1280882624
733	0.12804769
734	0.1280138218
735	0.1279564107
736	0.1279347275
737	0.127920869
738	0.1279006231
739	0.1278508132
740	0.1278198952
741	0.1277859861
742	0.1277513714
743	0.127734982
744	0.1277125464
745	0.1276909673
746	0.1276723438
747	0.127634692
748	0.1276078099
749	0.1275705053
750	0.1275498375
751	0.1275259653
752	0.127494336
753	0.1274788851
754	0.1274515033
755	0.1274333075
756	0.1273919373
757	0.1273440907
758	0.127326799
759	0.1272791823
760	0.1272554534
761	0.1272171811
762	0.1271831602
763	0.1271576544
764	0.1271360011
765	0.1271201956
766	0.1270908099
767	0.1270777488
768	0.1270364726
769	0.1270073429
770	0.1269672628
771	0.1269376803
772	0.126896566
773	0.1268796945
774	0.1268666956
775	0.1268349903
776	0.1268067662
777	0.1267750553
778	0.1267434505
779	0.1266927822
780	0.1266475626
781	0.1266275364
782	0.126599139
783	0.1265701737
784	0.1265535431
785	0.1264928809
786	0.1264673989
787	0.1264346322
788	0.1264081558
789	0.1263835098
790	0.1263537125
791	0.1263380013
792	0.1263169363
793	0.1262970015
794	0.1262677412
795	0.1262354938
796	0.1262022186
797	0.1261819525
798	0.1261683152
799	0.1261558251
800	0.1261228494
801	0.1261108776
802	0.1260783659
803	0.1260538441
804	0.1260329581
805	0.1260202371
806	0.1260001153
807	0.1259725411
808	0.1259470769
809	0.1259243659
810	0.1259067017
811	0.1258908926
812	0.1258661242
813	0.1258344372
814	0.1258136313
815	0.1257833852
816	0.1257571373
817	0.1257332324
818	0.1257120367
819	0.1256646807
820	0.1256473565
821	0.1256113994
822	0.1255896648
823	0.1255535572
824	0.1255284866
825	0.1254899866
826	0.125451326
827	0.1254242338
828	0.125396602
829	0.1253784619
830	0.1253577044
831	0.1253139924
832	0.1252968181
833	0.1252813132
834	0.1252562388
835	0.1252301427
836	0.1252039655
837	0.1251686632
838	0.1251448296
839	0.125118219
840	0.1251014274
841	0.125053247
842	0.1250351189
843	0.1250281375
844	0.1250102681
845	0.1249814754
846	0.1249615345
847	0.12491685
848	0.1248731077
849	0.1248419353
850	0.1247984439
851	0.1247691281
852	0.1247445058
853	0.1247240904
854	0.1247000149
855	0.1246801446
856	0.1246362504
857	0.124614415
858	0.1245991258
859	0.1245732745
860	0.1245351151
861	0.1245091949
862	0.1244706227
863	0.1244455543
864	0.1244113344
865	0.1243925629
866	0.124364286
867	0.1243382276
868	0.1243106335
869	0.1242818527
870	0.1242405876
871	0.1242361991
872	0.1242208126
873	0.1242052533
874	0.1241916661
875	0.1241654903
876	0.1241437673
877	0.1241192737
878	0.124095982
879	0.1240744338
880	0.1240593456
881	0.1240352484
882	0.1240149282
883	0.1239924787
884	0.123943304
885	0.1239296143
886	0.1239091876
887	0.1238862227
888	0.1238549258
889	0.1238455996
890	0.1238124114
891	0.1237861239
892	0.1237630934
893	0.1237323901
894	0.1237148299
895	0.1236959568
896	0.1236769143
897	0.1236561283
898	0.1236353387
899	0.1236113036
900	0.1235853544
901	0.1235608912
902	0.1235488633
903	0.1235303948
904	0.1235096001
905	0.123487386
906	0.1234715475
907	0.1234426299
908	0.1234218226
909	0.1233864388
910	0.123356441
911	0.1233367929
912	0.123313266
913	0.1233028617
914	0.1232791592
915	0.1232562296
916	0.1232307912
917	0.123211858
918	0.1231658936
919	0.1231204264
920	0.1230752144
921	0.1230465855
922	0.1230178679
923	0.1229830518
924	0.1229525215
925	0.1229307045
926	0.1228972677
927	0.1228799331
928	0.1228572265
929	0.1228224026
930	0.1227965275
931	0.1227825704
932	0.1227386265
933	0.1227177588
934	0.1226939499
935	0.1226802311
936	0.1226695615
937	0.1226477039
938	0.1226282491
939	0.1225896782
940	0.1225641713
941	0.1225303303
942	0.1225004651
943	0.1224479956
944	0.1224131817
945	0.1223931376
946	0.1223596437
947	0.1223358302
948	0.1223092548
949	0.1222674184
950	0.122241463
951	0.1222240903
952	0.1221982337
953	0.1221653571
954	0.122143667
955	0.1221247024
956	0.1220939927
957	0.1220837495
958	0.1220535642
959	0.1220353341
960	0.1220273901
961	0.1220096363
962	0.1219949363
963	0.1219753363
964	0.1219541571
965	0.1219369599
966	0.1218935656
967	0.1218935582
968	0.1218743478
969	0.1218417423
970	0.1218067671
971	0.1217929473
972	0.1217929121
973	0.1217592241
974	0.12174266
975	0.121712874
976	0.1216793841
977	0.1216457928
978	0.1216179057
979	0.121615039
980	0.1215902706
981	0.1215553984
982	0.1215202978
983	0.1214797341
984	0.1214585477
985	0.1214358708
986	0.1214162361
987	0.1213866421
988	0.1213772696
989	0.1213699241
990	0.121351075
991	0.1213237153
992	0.1212901313
993	0.1212597388
994	0.121222871
995	0.1211945287
996	0.1211690425
997	0.1211342147
998	0.1211247612
999	0.1211151728
207623931

